flightnumber,radiocallsign,origin,destination,deptime,arrtime,gate,aircraft,route,created_at,updated_at
DY4529,NAX4529,ESSA,EHAM,2019-09-29 08:55:00,2019-09-29 10:55:00,,73H,DKR N872 ELPAX Z703 ALS N872 DEMIR UN872 EEL,2019-09-04 13:31:36,2019-09-04 13:31:36
AC824,ACA824,CYYZ,EHAM,2019-09-29 20:50:00,2019-09-30 10:00:00,G6,77W,LORKA Q907 MIILS N501A RIKAL NATS NETKI DCT SOSIM UL28 MCT M16 DOLAS L603 LAMSO,2019-09-04 13:31:36,2019-09-04 13:31:36
LY5426,ELY5426,EHAM,LLBG,2019-09-29 12:49:11,2019-09-29 12:49:11,,738,EDUPO UZ738 MISGO UZ741 GMH UL603 ESATI UL984 OSBIT UZ205 BARSU DCT EKSOS UZ205 LULAR Z205 ABUDO Z37 GIMBO DCT PESAT DCT INVED L606 ADORU UG80 ATVEP UL606 ULMAR UN739 EKI UW81 YAYLA UL854 KUDAK UW81 ESKIN UL854 KULAR UT39 TOMBI UA16 DASNI UM855 PEDER UA16 MAROS UG18 APLON UL609 LEDRA UG18 PIKOG UL609 SOLIN,2019-09-04 13:31:36,2019-09-04 13:31:36
LH987,DLH7A,EHAM,EDDF,2019-09-29 10:00:00,2019-09-29 11:05:00,B17,320,EDUPO UZ738 COL T911 ROLIS,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1073,KLM1073,EHAM,EGCC,2019-09-29 10:05:00,2019-09-29 10:25:00,D29,73J,BERGI UL602 SUPUR UL60 KOLAG L60 OTBED,2019-09-04 13:31:36,2019-09-04 13:31:36
BA429,BAW429,EHAM,EGLL,2019-09-29 10:05:00,2019-09-29 10:30:00,D26,319,IDRID UM40 RINIS M40 SABER L980 LAM,2019-09-04 13:31:36,2019-09-04 13:31:36
SK552,SAS62L,EHAM,EKCH,2019-09-29 10:25:00,2019-09-29 11:50:00,C10,320,ANDIK UN873 JUIST UP729 DOSUR P729 TUDLO,2019-09-04 13:31:36,2019-09-04 13:31:36
LY337,ELY337,LLBG,EHAM,2019-09-29 06:00:00,2019-09-29 10:00:00,G2,772,MERVA UB17 LCA UA28 MUT UL619 KFK UL620 IST UA16 FENER UT264 TUDBU Q26 ETUBA T226 MOPUG DCT BEGLA DCT DITIS M174 OKG DCT ROBEL UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
VK8405,FOO768M,EGGW,EHAM,2019-09-29 07:55:00,2019-09-29 10:10:00,D48,321,BKY M183 REDFA,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1823,KLM1823,EHAM,EDDT,2019-09-29 10:15:00,2019-09-29 11:30:00,C6,73J,ARNEM UP147 RKN UL980 DLE T207 BATEL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1009,KLM1009,EHAM,EGLL,2019-09-29 10:15:00,2019-09-29 10:45:00,D24,73H,IDRID UM40 RINIS M40 SABER L980 LAM,2019-09-04 13:31:36,2019-09-04 13:31:36
EZY2157,EZY2157,EGGW,EHAM,2019-09-29 09:25:00,2019-09-29 11:35:00,H1,320,BKY M183 REDFA,2019-09-04 13:31:36,2019-09-04 13:31:36
FB462,LZB462,EHAM,LBSF,2019-09-29 10:15:00,2019-09-29 13:55:00,D28,737,EDUPO UZ738 MISGO UZ741 GMH UL603 ESATI UL984 OSBIT UZ205 BARSU DCT EKSOS UZ205 LULAR Z205 ABUDO Z37 GIMBO DCT PESAT DCT INVED L606 OVDOT M748 GOL,2019-09-04 13:31:36,2019-09-04 13:31:36
BE102,BEE6AB,EHAM,EGBB,2019-09-29 10:15:00,2019-09-29 10:40:00,D6,E75,IDRID UM40 RINIS M40 SABER L980 LAM UL10 BUZAD,2019-09-04 13:31:36,2019-09-04 13:31:36
VY8301,VLG83PJ,EHAM,LEBL,2019-09-29 10:15:00,2019-09-29 12:30:00,D82,320,WOODY UN872 LESDO UM728 RESMI UN857 DIRMO UZ365 NARAK UN859 LOMRA UN727 ROCAN UN859 PUMAL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1669,KLM65H,EHAM,LEBL,2019-09-29 10:20:00,2019-09-29 12:35:00,C4,73H,WOODY UN872 LESDO UM728 RESMI UN857 DIRMO UZ365 NARAK UN859 LOMRA UN727 ROCAN UN859 PUMAL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1629,KLM61R,EHAM,LIMC,2019-09-29 10:20:00,2019-09-29 12:00:00,B18,73H,LOPIK UN852 GTQ UZ343 BEGAR UL15 RIPUS UN850 ODINA DCT SRN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1109,KLM19M,EHAM,ESSA,2019-09-29 10:55:00,2019-09-29 12:55:00,D71,73H,ANDIK UN873 KEKIX UZ708 KUGAL Z708 BAVTA N873 ARS T317 ELTOK,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1495,KLM1495,EHAM,LEIB,2019-09-29 10:20:00,2019-09-29 12:55:00,B26,E90,WOODY UN872 LESDO UM728 RESMI UN857 DIRMO UN855 PPG UP84 NENDA UN975 BCN UZ174 CORDA,2019-09-04 13:31:36,2019-09-04 13:31:36
XQ541,SXS5DV,EHAM,LTAI,2019-09-29 10:20:00,2019-09-29 15:15:00,D25,73H,EDUPO UZ738 MISGO UZ741 GMH UL603 ESATI UL984 OSBIT UZ205 BARSU DCT EKSOS UZ205 LULAR Z205 ABUDO Z37 GIMBO DCT PESAT DCT INVED L606 ADORU UG80 ATVEP UL606 ULMAR UN739 EKI UT40 CRD UL854 SALDA UN131 KOZLU,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1779,KLM87B,EHAM,EDDH,2019-09-29 10:45:00,2019-09-29 11:50:00,B20,E90,ANDIK UN873 GRONY UM105 EEL UN125 WSN UL23 HAM,2019-09-04 13:31:36,2019-09-04 13:31:36
BT610,BTI7VQ,EHAM,EYVI,2019-09-29 10:20:00,2019-09-29 13:40:00,B36,73C,ANDIK UN873 GRONY UM105 EEL UN125 WSN UL23 RAMAR L23 GRUDA N858 IRKAL,2019-09-04 13:31:36,2019-09-04 13:31:36
BT618,BTI6RZ,EHAM,EVRA,2019-09-29 10:20:00,2019-09-29 13:35:00,B35,CS3,ANDIK UN873 BEDUM UZ700 GITER Z700 CDA M611 KOLJA M864 ADAXA M405 ORVIX,2019-09-04 13:31:36,2019-09-04 13:31:36
LH988,DLH1ET,EDDF,EHAM,2019-09-29 09:30:00,2019-09-29 10:40:00,B17,32A,MARUN Y152 ARPEG Z850 HMM UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
LH2302,DLH1RJ,EDDM,EHAM,2019-09-29 08:50:00,2019-09-29 10:20:00,B23,320,INPUD Y102 TENLO DCT TESDU Y102 ALIBU L604 RELBI UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
AA221,AAL221,EHAM,KDFW,2019-09-29 10:25:00,2019-09-29 14:00:00,G3,772,BERGI UL602 SUPUR UL60 KOLAG L60 PENIL M144 BAGSO DCT MALOT NATA PORTI N174B TUSKY J575 BOS J42 LAURN J222 RBV J230 BYRDD J48 CSN J8 RHODE J147 BKW J42 SWAPP Q34 MEM J66 LIT,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1352,KLM96T,LKPR,EHAM,2019-09-29 08:50:00,2019-09-29 10:25:00,B16,E90,BALTU L984 DONAD L602 VARIK DCT ROBEL UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
LO266,LOT266,EHAM,EPWA,2019-09-29 10:25:00,2019-09-29 12:25:00,B13,738,ARNEM UP147 RKN UL980 DLE L986 EMBOX DCT MAG Z20 IDOBA Y210 ARSAP Y209 KELOD L980 ADVAB P150 BIMPA,2019-09-04 13:31:36,2019-09-04 13:31:36
EJU8871,EJU86KU,EGKK,EHAM,2019-09-29 08:00:00,2019-09-29 10:20:00,H2,320,CLN L620 REDFA,2019-09-04 13:31:36,2019-09-04 13:31:36
BA2759,BAW612M,EHAM,EGKK,2019-09-29 10:55:00,2019-09-29 11:10:00,D18,320,IDRID UL980 XAMAN L980 LOGAN L608 SUMUM Q63 ARREK Y4 TEBRA,2019-09-04 13:31:36,2019-09-04 13:31:36
AF1341,AFR83VK,EHAM,LFPG,2019-09-29 10:30:00,2019-09-29 11:50:00,C5,321,WOODY UN872 NIK UY131 MOPIL,2019-09-04 13:31:36,2019-09-04 13:31:36
OU450,CTN5NL,LDZA,EHAM,2019-09-29 08:20:00,2019-09-29 10:30:00,D22,320,PODET DCT INLOX DCT LAMSI L604 RODIS DCT DIMSU L604 RELBI UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1822,KLM85U,EDDT,EHAM,2019-09-29 09:05:00,2019-09-29 10:35:00,C4,73J,BRANE Y200 HLZ UL980 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1926,KLM50V,LSGG,EHAM,2019-09-29 08:55:00,2019-09-29 10:40:00,A4,E90,ARBOS UL47 EPL UM624 ROUSY UQ624 BUB UY28 HELEN,2019-09-04 13:31:36,2019-09-04 13:31:36
HV5472,TRA5472,LEMH,EHAM,2019-09-29 16:30:00,2019-09-29 18:55:00,C16,73H,MEROS UN853 LUMAS UZ188 SECON UM976 KOPOR UN874 VEKIN UN873 HELEN,2019-09-04 13:31:36,2019-09-04 13:31:36
UA968,UAL968,KSFO,EHAM,2019-09-29 15:10:00,2019-09-30 10:35:00,E20,789,MOGEE Q122 ONL J148 MCW J16 DUTYS J36 BAE J68 DABJU J36 FNT Q824 HOCKE Q905 SIKBO Q907 MIILS N501A RIKAL NATS NETKI DCT SOSIM UL28 MCT M16 DOLAS L603 LAMSO,2019-09-04 13:31:36,2019-09-04 13:31:36
DY4530,NAX4530,EHAM,ESSA,2019-09-29 11:35:00,2019-09-29 13:35:00,M3,73H,ANDIK UN873 KEKIX UZ708 KUGAL Z708 BAVTA N873 ARS T317 ELTOK,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1583,KLM11G,EHAM,LIPE,2019-09-29 11:20:00,2019-09-29 13:10:00,B28,E90,LOPIK UN852 GTQ UZ343 BEGAR UQ341 RESIA DCT ELTAR DCT BENUS,2019-09-04 13:31:36,2019-09-04 13:31:36
BA430,BAW430,EGLL,EHAM,2019-09-29 08:20:00,2019-09-29 10:40:00,D31,321,BPK Q295 BRAIN M197 REDFA,2019-09-04 13:31:36,2019-09-04 13:31:36
EZY2158,EZY15JT,EHAM,EGGW,2019-09-29 12:10:00,2019-09-29 12:20:00,H1,320,IDRID UM40 RINIS M40 IDESI,2019-09-04 13:31:36,2019-09-04 13:31:36
EK9969,UAE9969,LEBL,OMDW,2019-09-29 11:40:02,2019-09-29 11:40:02,,77L,VERSO UM24 LAPIT UN725 ORKUM UM603 ELSAG DCT LULIX DCT RONAB DCT AMANO DCT GIROV DCT LAMEB DCT TOMGI DCT RUTOM UN604 ATV UL607 KEA UL995 RDS UM601 EVENO UR19 DASNI UM601 VADUS UR19 BONEK UM601 DAROS UR19 ADLAS UM601 OTESA UR19 LCA UR655 AMAKO UM601 KOBER UR655 LEBOR R655 KTN A21 TAN G202 PUSTO M203 ILMAP UP975 PEBAD UM688 SIDAD R784 IMDAT B416 DURSI R784 PEGET B416 EGMIT R784 LEVNA B416 ORSAR G666 LUDAM M677 ITBUL M322 PUSOT P559 AMBOV M322 DATOB,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1126,KLM80X,EKCH,EHAM,2019-09-29 09:25:00,2019-09-29 10:50:00,D63,73H,LANGO M611 DEGUL UN872 EEL,2019-09-04 13:31:36,2019-09-04 13:31:36
KM394,AMC394,LMML,EHAM,2019-09-29 07:40:00,2019-09-29 10:50:00,B13,320,GZO M622 SOPIR DCT PIVOP DCT GIANO DCT RONAB DCT ROXAN DCT DEDOM DCT BEGUD DCT OLETI DCT LAGEN DCT AOSTA UM729 MOLUS UN853 IXILU UL47 EPL UM624 ROUSY UQ624 BUB UY28 HELEN,2019-09-04 13:31:36,2019-09-04 13:31:36
VK6825,FOO6825,EHAM,LOWW,2019-09-29 10:55:00,2019-09-29 12:55:00,D78,321,EDUPO UZ738 MISGO UZ741 GMH UL603 ESATI UL984 OSBIT UZ205 BARSU DCT EKSOS UZ205 LULAR Z205 ABUDO Z37 BUDEX,2019-09-04 13:31:36,2019-09-04 13:31:36
AA203,AAL203,EHAM,KPHL,2019-09-29 10:55:00,2019-09-29 13:45:00,G14,763,BERGI UL602 SUPUR UL60 KOLAG L60 PENIL M144 BAGSO DCT MALOT NATA PORTI N174B TUSKY J575 BOS J55 BRIGS,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1278,KLM1278,EGPH,EHAM,2019-09-29 09:10:00,2019-09-29 11:45:00,D12,73H,TLA N97 ROKAN M982 TOPPA,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1228,KLM12P,LFPG,EHAM,2019-09-29 09:30:00,2019-09-29 11:00:00,C8,E90,NURMO UN874 VEKIN UN873 HELEN,2019-09-04 13:31:36,2019-09-04 13:31:36
HV6610,TRA2P,LOWI,EHAM,2019-09-29 14:45:00,2019-09-29 16:20:00,D82,73W,KOGOL M726 ERNAS Y101 AMOSA DCT TESDU Y102 ALIBU L604 RELBI UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
EJU7905,EJU71KR,EHAM,LKPR,2019-09-29 10:50:00,2019-09-29 12:20:00,M2,320,ARNEM UL620 NOMKA DCT SODRO DCT OKG L984 OKL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1855,KLM94X,EHAM,EDDL,2019-09-29 11:00:00,2019-09-29 11:50:00,B16,E90,ARNEM T196 TEBRO,2019-09-04 13:31:36,2019-09-04 13:31:36
LH2303,DLH5KW,EHAM,EDDM,2019-09-29 11:00:00,2019-09-29 12:20:00,B23,320,EDUPO UZ738 MISGO UZ741 GMH UL603 AKANU,2019-09-04 13:31:36,2019-09-04 13:31:36
UA908,UAL908,EHAM,KORD,2019-09-29 11:00:00,2019-09-29 13:05:00,G12,763,BERGI UL602 SUPUR UL60 KOLAG L60 PENIL M144 BAGSO DCT MALOT NATA PORTI N182A MIILS Q907 SIKBO Q905 HOCKE Q824 FNT,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1954,KLM48B,LSZH,EHAM,2019-09-29 09:20:00,2019-09-29 11:00:00,B28,73W,ZUE T125 ROMIR UN851 LOHRE Z850 HMM UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1002,KLM1002,EGLL,EHAM,2019-09-29 08:40:00,2019-09-29 11:00:00,D41,73W,BPK Q295 BRAIN M197 REDFA,2019-09-04 13:31:36,2019-09-04 13:31:36
HV6820,TRA94X,LJLJ,EHAM,2019-09-29 09:00:00,2019-09-29 10:55:00,C18,73W,GIMIX DCT BADIT T700 STAUB UL610 UPALA Y102 TENLO DCT TESDU Y102 ALIBU L604 RELBI UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1792,KLM46C,EDDM,EHAM,2019-09-29 09:25:00,2019-09-29 11:00:00,A4,E90,INPUD Y102 TENLO DCT TESDU Y102 ALIBU L604 RELBI UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
UX1098,AEA1098,EHAM,LEMD,2019-09-29 11:05:00,2019-09-29 13:40:00,D77,73H,WOODY UN872 LESDO UM728 RESMI UN857 DIRMO UZ365 GUERE UN860 AGN UN995 PPN UN10 NOLSA UN857 ALEPO UN10 VASUM UN857 GARVU UN10 BANEV,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1754,KLM52G,EDDW,EHAM,2019-09-29 10:05:00,2019-09-29 11:00:00,A4,E75,EEL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1142,KLM1142,ENGM,EHAM,2019-09-29 09:20:00,2019-09-29 11:10:00,B32,E90,TOR P601 BAVTA N873 TUSKA UN873 JUIST UP174 EEL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1868,KLM1868,EDDS,EHAM,2019-09-29 09:45:00,2019-09-29 11:10:00,B24,E75,OKIBA N851 RIMKI Z99 LOHRE Z850 HMM UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
BE1271,BEE6BP,EGCC,EHAM,2019-09-29 07:15:00,2019-09-29 09:40:00,D14,E75,DESIG L603 LAMSO,2019-09-04 13:31:36,2019-09-04 13:31:36
SQ323,SIA323,EHAM,WSSS,2019-09-29 11:15:00,2019-09-30 05:55:00,G7,359,ARNEM UP147 RKN UL980 DLE L986 EMBOX DCT MAG Z20 IDOBA Y210 ARSAP Y209 KELOD L979 GRD T509 BUGOR G724 TE N39 UP R122 AZABI A87 TIROM A845 ATASH A846 ABDAN A909 LEMOD N644 REGET J145 DI M875 LEBIB A466 JHANG M875 KAKID M770 OBMOG L515 UPSAB R325 PUT B579 VPL W531 VIH A464 ARAMA,2019-09-04 13:31:36,2019-09-04 13:31:36
LY338,ELY338,EHAM,LLBG,2019-09-29 11:35:00,2019-09-29 17:05:00,G2,772,EDUPO UZ738 MISGO UZ741 GMH UL603 ESATI UL984 OSBIT UZ205 BARSU DCT EKSOS UZ205 LULAR Z205 ABUDO Z37 GIMBO DCT PESAT DCT INVED L606 ADORU UG80 ATVEP UL606 ULMAR UN739 EKI UW81 YAYLA UL854 KUDAK UW81 ESKIN UL854 KULAR UT39 TOMBI UA16 DASNI UM855 PEDER UA16 MAROS UG18 APLON UL609 LEDRA UG18 PIKOG UL609 SOLIN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1342,KLM30K,EKBI,EHAM,2019-09-29 10:05:00,2019-09-29 11:15:00,A4,E90,MIKRO N873 TUSKA UN873 JUIST UP174 EEL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1884,KLM26U,EDDN,EHAM,2019-09-29 09:55:00,2019-09-29 11:15:00,A4,E75,SULUS DCT DIMSU L604 RELBI UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1840,KLM1840,LOWW,EHAM,2019-09-29 09:25:00,2019-09-29 11:15:00,C6,73H,DITIS M174 OKG DCT ROBEL UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1072,KLM92Z,EGCC,EHAM,2019-09-29 09:00:00,2019-09-29 11:15:00,D52,73W,DESIG L603 LAMSO,2019-09-04 13:31:36,2019-09-04 13:31:36
TK1952,THY4EH,EHAM,LTFM,2019-09-29 11:20:00,2019-09-29 15:50:00,G8,332,EDUPO UZ738 MISGO UZ741 GMH UL603 ESATI UL984 OSBIT UZ205 BARSU DCT EKSOS UZ205 LULAR Z205 ABUDO Z37 GIMBO DCT PESAT DCT INVED L606 TIMUR L867 RILEX,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1975,KLM67R,EHAM,LHBP,2019-09-29 11:20:00,2019-09-29 13:15:00,D86,73W,EDUPO UZ738 MISGO UZ741 GMH UL603 ESATI UL984 OSBIT UZ205 BARSU DCT EKSOS UZ205 LULAR Z205 ABUDO Z37 GIMBO DCT PESAT DCT VEBOS,2019-09-04 13:31:36,2019-09-04 13:31:36
OU451,CTN4AS,EHAM,LDZA,2019-09-29 11:20:00,2019-09-29 13:10:00,D22,320,EDUPO UZ738 MISGO UZ741 GMH UL603 EBEDA L173 TITIG DCT SETAL DCT PETOV,2019-09-04 13:31:36,2019-09-04 13:31:36
HV5132,TRA132K,LEBL,EHAM,2019-09-29 08:55:00,2019-09-29 11:20:00,C15,73H,OKABI UN861 FISTO UY156 ADABI UN858 VANAD UN874 BAMES UT191 PODEM UN873 BELDI UY473 LUMIL UY873 DENUT,2019-09-04 13:31:36,2019-09-04 13:31:36
AF1030,AFR73WG,LFRN,EHAM,2019-09-29 09:50:00,2019-09-29 11:25:00,A4,CR7,ATNIS T501 EKRAS UN491 LGL UT176 EVX UN873 BELDI UY473 LUMIL UY873 DENUT,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1050,KLM1050,EGGD,EHAM,2019-09-29 09:20:00,2019-09-29 11:35:00,A8,E90,BCN UN864 DIKAS UL18 GAVGO UL9 CPT M197 REDFA,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1154,KLM21D,ESGG,EHAM,2019-09-29 09:50:00,2019-09-29 11:25:00,A4,E75,VADIN M852 ALS N872 DEMIR UN872 EEL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1724,KLM1724,EBBR,EHAM,2019-09-29 10:25:00,2019-09-29 11:25:00,B16,73H,HELEN,2019-09-04 13:31:36,2019-09-04 13:31:36
OR361,TFL361,EHAM,TNCC,2019-09-29 11:30:00,2019-09-29 15:25:00,G5,788,IDRID UM40 RINIS M40 SABER L980 LAM L179 CPT UL9 DIKAS L180 LESLU DCT SOMAX NATD JAROM N46G LOMPI M202 OVAPI L462 ANVER M590 BDA L458 THANK A523 VERMO G432 SAALR A523 CORAF G432 DDP G431 SCAPA UG431 BEXER,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1330,KLM44H,EKYT,EHAM,2019-09-29 10:10:00,2019-09-29 11:30:00,A4,E90,DCT KEMEG P601 BAVTA N873 TUSKA UN873 JUIST UP174 EEL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1422,KLM84F,EGBB,EHAM,2019-09-29 09:15:00,2019-09-29 11:30:00,D48,73H,UNGAP P155 SIVDA P137 REDFA,2019-09-04 13:31:36,2019-09-04 13:31:36
PC1251,PGT4TW,LTFJ,EHAM,2019-09-29 09:30:00,2019-09-29 12:20:00,A9,738,TUDBU Q26 ETUBA T226 MOPUG DCT BEGLA DCT DITIS M174 OKG DCT ROBEL UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
BA431,BAW431,EHAM,EGLL,2019-09-29 11:40:00,2019-09-29 12:00:00,D31,321,IDRID UM40 RINIS M40 SABER L980 LAM,2019-09-04 13:31:36,2019-09-04 13:31:36
EJU7926,EJU49HM,LFMN,EHAM,2019-09-29 09:30:00,2019-09-29 11:35:00,,320,IRMAR UN853 IXILU UL47 EPL UM624 ROUSY UQ624 BUB UY28 HELEN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1764,KLM40Y,EDDF,EHAM,2019-09-29 10:15:00,2019-09-29 11:35:00,A4,73W,MARUN Y152 ARPEG Z850 HMM UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1106,KLM35L,ESSA,EHAM,2019-09-29 09:35:00,2019-09-29 11:35:00,C5,73H,DKR N872 ELPAX Z703 ALS N872 DEMIR UN872 EEL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1740,KLM22E,ELLX,EHAM,2019-09-29 10:25:00,2019-09-29 11:35:00,A4,E90,DIK UM624 BUB UY28 HELEN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL9960,KLM9960,ENTO,EHAM,2019-09-29 11:26:28,2019-09-29 11:26:28,,E75L,ELKOP P601 BAVTA N873 TUSKA UN873 JUIST UP174 EEL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1230,KLM38P,LFPG,EHAM,2019-09-29 10:15:00,2019-09-29 11:35:00,C11,73H,NURMO UN874 VEKIN UN873 HELEN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1414,KLM1414,LFLL,EHAM,2019-09-29 09:55:00,2019-09-29 11:35:00,B36,E75,BUSIL UT133 AMORO UT140 PIBAT UM976 KOPOR UN874 VEKIN UN873 HELEN,2019-09-04 13:31:36,2019-09-04 13:31:36
EJU6921,EJU41GQ,EGPH,EHAM,2019-09-29 09:00:00,2019-09-29 11:35:00,H1,320,TLA N97 ROKAN M982 TOPPA,2019-09-04 13:31:36,2019-09-04 13:31:36
HV5093,TRA3A,EHAM,LGZA,2019-09-29 06:25:00,2019-09-29 10:30:00,C16,738,EDUPO UZ738 RIDSU UL607 BEMKI Z999 XEBIX L607 ELMEM N606 OTRES T307 DIRAB DCT LAMPO DCT AGOMO DCT BUSER DCT GISNU DCT RUPAX DCT VIE DCT ROBOT DCT LUPAL DCT LATAN UM872 ASTUS,2019-09-04 13:31:36,2019-09-04 13:31:36
TK1961,THY1961,LTFJ,EHAM,2019-09-29 08:50:00,2019-09-29 11:35:00,A9,320,TUDBU Q26 ETUBA T226 MOPUG DCT BEGLA DCT DITIS M174 OKG DCT ROBEL UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KC904,KZR904,EHAM,UATG,2019-09-29 11:35:00,2019-09-29 19:30:00,G15,321,ARNEM UP147 RKN UL980 DLE L986 EMBOX DCT MAG Z20 IDOBA Y210 ARSAP Y209 KELOD L979 GRD T509 BUGOR G724 TE N39 WGD R130 LIDUS W87 ZG G487 TUGLA,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1565,KLM1565,EHAM,LIMJ,2019-09-29 11:40:00,2019-09-29 13:25:00,B18,E75,LOPIK UN852 GTQ UZ343 BEGAR UL15 RIPUS UN850 ODINA DCT VOG,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1297,KLM89T,EHAM,LFBD,2019-09-29 11:40:00,2019-09-29 13:20:00,B28,E90,WOODY UN872 LESDO UM728 RESMI UN857 LMG,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1613,KLM1613,EHAM,LTFM,2019-09-29 11:45:00,2019-09-29 16:00:00,D12,73W,EDUPO UZ738 MISGO UZ741 GMH UL603 ESATI UL984 OSBIT UZ205 BARSU DCT EKSOS UZ205 LULAR Z205 ABUDO Z37 GIMBO DCT PESAT DCT INVED L606 TIMUR L867 RILEX,2019-09-04 13:31:36,2019-09-04 13:31:36
EK146,UAE146,EHAM,OMDB,2019-09-29 11:40:00,2019-09-29 20:15:00,G4,77W,ARNEM UP147 RKN UL980 DLE L986 EMBOX DCT DOBUR DCT LASIS L986 IVF N195 BUKOV N190 NETED M860 KUGOS UM860 SIN UW704 CRM UM688 ULTED UT301 IMKEN W3 KIXOB UL223 EGSIR T217 RUBAK UL223 TOTNO T217 DASDO UL223 LAGSA T217 LAM UL223 SIR L223 VUTEB,2019-09-04 13:31:36,2019-09-04 13:31:36
HV5808,TRA88N,LGTS,EHAM,2019-09-29 14:15:00,2019-09-29 16:20:00,D84,73H,ODIKO UM987 MICPO UL863 EVIVI Y94 OGOTA N133 SODGO T226 MOPUG DCT BEGLA DCT DITIS M174 OKG DCT ROBEL UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
RU728,ABW728,EHAM,UUEE,2019-09-29 10:45:00,2019-09-29 16:05:00,,748,ANDIK UN873 BEDUM UZ700 GITER Z700 CDA M611 KOLJA M864 TU,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1845,KLM37L,EHAM,LOWW,2019-09-29 11:45:00,2019-09-29 13:30:00,C4,73H,EDUPO UZ738 MISGO UZ741 GMH UL603 ESATI UL984 OSBIT UZ205 BARSU DCT EKSOS UZ205 LULAR Z205 ABUDO Z37 BUDEX,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1653,KLM39B,EHAM,LIPZ,2019-09-29 11:45:00,2019-09-29 13:25:00,B32,E90,EDUPO UZ738 RIDSU UL607 UTABA M738 TIRUL Y740 NATAG DCT ALBET,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1415,KLM95A,EHAM,LFLL,2019-09-29 11:45:00,2019-09-29 13:20:00,B24,73W,LOPIK UN852 POGOL UZ24 LASAT UN852 MIRGU UZ24 SHARA UN852 TIRSO UZ24 ARPUS UN852 TORPA UZ24 MOROK UN852 MILPA,2019-09-04 13:31:36,2019-09-04 13:31:36
BE1272,BEE9NC,EHAM,EGCC,2019-09-29 10:25:00,2019-09-29 10:50:00,D14,E75,BERGI UL602 SUPUR UL60 KOLAG L60 OTBED,2019-09-04 13:31:36,2019-09-04 13:31:36
