flightnumber,radiocallsign,origin,destination,deptime,arrtime,gate,aircraft,route,created_at,updated_at
KL1033,KLM1033,EHAM,EGLL,2019-09-29 20:30:00,2019-09-29 20:55:00,D56,73H,IDRID UM40 RINIS M40 SABER L980 LAM,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1263,KLM91H,EHAM,LFMN,2019-09-29 20:30:00,2019-09-29 22:25:00,B30,73W,LOPIK UN852 POGOL UZ24 LASAT UN852 MIRGU UZ24 SHARA UN852 TIRSO UZ24 ARPUS UN852 TORPA UZ24 MOROK UN852 MILPA UM730 MEDAM Y24 VEVAR,2019-09-04 13:31:36,2019-09-04 13:31:36
EW2180,EWG2180,EDDS,EHAM,2019-09-29 14:55:00,2019-09-29 16:20:00,B23,319,OKIBA N851 RIMKI Z99 LOHRE Z850 HMM UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
VY6814,VLG6814,LIRQ,EHAM,2019-09-29 18:15:00,2019-09-29 20:30:00,C13,319,LOMED DCT IBTOK DCT RESIA UP131 ARGAX UY170 ROMIR UN851 LOHRE Z850 HMM UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
VY8352,VLG2SQ,LEVC,EHAM,2019-09-29 17:50:00,2019-09-29 20:30:00,B23,320,VLC UL34 CASIM UN608 GIROM UN863 AGN UL873 FOUCO UY156 ADABI UN858 VANAD UN874 BAMES UT191 PODEM UN873 BELDI UY473 LUMIL UY873 DENUT,2019-09-04 13:31:36,2019-09-04 13:31:36
RU724,ABW724,EHAM,UUEE,2019-09-29 20:45:53,2019-09-29 20:45:53,,748,ANDIK UN873 BEDUM UZ700 GITER Z700 CDA M611 KOLJA M864 TU,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1761,KLM63V,EHAM,EDDW,2019-09-29 20:35:00,2019-09-29 21:30:00,C24,E75,ARNEM UP147 RKN UL980 OSN UM170 BASUM T820 PIXUR,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1501,KLM1501,EHAM,LEVC,2019-09-29 20:35:00,2019-09-29 23:00:00,B24,E90,WOODY UN872 LESDO UM728 RESMI UN857 DIRMO UZ365 GUERE UN860 SAURA,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1849,KLM87Y,EHAM,LOWW,2019-09-29 20:35:00,2019-09-29 22:15:00,D59,73H,EDUPO UZ738 MISGO UZ741 GMH UL603 ESATI UL984 OSBIT UZ205 BARSU DCT EKSOS UZ205 LULAR Z205 ABUDO Z37 BUDEX,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1689,KLM1689,EHAM,LEBB,2019-09-29 20:35:00,2019-09-29 22:45:00,B5,E90,WOODY UN872 LESDO UM728 KOVIN UN872 KURIS UT176 DESAB UN867 MAPAX,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1647,KLM1647,EHAM,LIRQ,2019-09-29 20:35:00,2019-09-29 22:30:00,B16,E90,LOPIK UN852 GTQ UZ343 BEGAR UL15 RIPUS UN850 ODINA DCT ROBAS DCT LOMED,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1609,KLM40R,EHAM,LIRF,2019-09-29 20:35:00,2019-09-29 22:45:00,D78,73H,LOPIK UN852 GTQ UZ343 BEGAR UL15 RIPUS UN850 ODINA DCT SRN DCT KALIK DCT GIPIX DCT XIBIL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1461,KLM1461,EHAM,LFRS,2019-09-29 20:35:00,2019-09-29 22:05:00,B26,73W,WOODY UN872 LESDO UM728 KOVIN UN872 DIDAK UZ15 ARDOD A5 VALAX,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1999,KLM1999,EHAM,EPKK,2019-09-29 20:35:00,2019-09-29 22:30:00,B22,E90,ARNEM UP147 RKN UL980 DLE L986 EMBOX DCT DOBUR DCT LASIS T714 MAPIK,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1775,KLM1775,EHAM,EDDF,2019-09-29 20:35:00,2019-09-29 21:45:00,B32,E90,EDUPO UZ738 COL T911 ROLIS,2019-09-04 13:31:36,2019-09-04 13:31:36
AF1437,AFR1437,EHAM,LFST,2019-09-29 20:35:00,2019-09-29 21:45:00,C23,ER4,LOPIK UN852 GTQ,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1659,KLM39S,EHAM,LIPZ,2019-09-29 20:35:00,2019-09-29 22:20:00,D63,73H,EDUPO UZ738 RIDSU UL607 UTABA M738 TIRUL Y740 NATAG DCT ALBET,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1915,KLM31K,EHAM,EDDV,2019-09-29 20:35:00,2019-09-29 21:35:00,B1,E75,ARNEM UP147 RKN UL980 OSN T511 UMVIS T463 NIE,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1681,KLM81J,EHAM,LEBL,2019-09-29 20:35:00,2019-09-29 22:45:00,D71,73H,WOODY UN872 LESDO UM728 RESMI UN857 DIRMO UZ365 NARAK UN859 LOMRA UN727 ROCAN UN859 PUMAL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1134,KLM18X,EKCH,EHAM,2019-09-29 19:10:00,2019-09-29 20:35:00,D84,73H,LANGO M611 DEGUL UN872 EEL,2019-09-04 13:31:36,2019-09-04 13:31:36
BA442,BAW442,EGLL,EHAM,2019-09-29 18:00:00,2019-09-29 20:20:00,D28,321,BPK Q295 BRAIN M197 REDFA,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1595,KLM1595,EHAM,LIPE,2019-09-29 20:40:00,2019-09-29 22:25:00,B2,E90,LOPIK UN852 GTQ UZ343 BEGAR UQ341 RESIA DCT ELTAR DCT BENUS,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1269,KLM22N,EHAM,LFML,2019-09-29 20:40:00,2019-09-29 22:45:00,D77,73W,LOPIK UN852 POGOL UZ24 LASAT UN852 MIRGU UZ24 SHARA UN852 TIRSO UZ24 ARPUS UN852 TORPA UZ24 MOROK UN852 BALSI,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1319,KLM74V,EHAM,LFBD,2019-09-29 20:40:00,2019-09-29 22:20:00,C22,73J,WOODY UN872 LESDO UM728 RESMI UN857 LMG,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1311,KLM60K,EHAM,LFBO,2019-09-29 20:40:00,2019-09-29 22:25:00,D68,E90,WOODY UN872 LESDO UM728 RESMI UN857 DIRMO UZ365 NARAK,2019-09-04 13:31:36,2019-09-04 13:31:36
BE1279,BEE8RE,EGCC,EHAM,2019-09-29 17:50:00,2019-09-29 20:20:00,D22,E75,DESIG L603 LAMSO,2019-09-04 13:31:36,2019-09-04 13:31:36
LH2308,DLH2EU,EDDM,EHAM,2019-09-29 19:10:00,2019-09-29 20:40:00,B17,319,INPUD Y102 TENLO DCT TESDU Y102 ALIBU L604 RELBI UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1835,KLM51T,EHAM,EDDT,2019-09-29 20:45:00,2019-09-29 22:00:00,D79,73H,ARNEM UP147 RKN UL980 DLE T207 BATEL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1789,KLM99X,EHAM,EDDH,2019-09-29 20:45:00,2019-09-29 21:50:00,B34,73W,ANDIK UN873 GRONY UM105 EEL UN125 WSN UL23 HAM,2019-09-04 13:31:36,2019-09-04 13:31:36
K4206,CKS206,EHAM,KJFK,2019-09-29 14:00:00,2019-09-29 22:15:00,,744,BERGI UL602 SUPUR UL60 KOLAG L60 PENIL M144 BAGSO DCT MALOT NATA PORTI N180A ALLEX Q822 ENE,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1177,KLM1177,EHAM,ENVA,2019-09-29 20:45:00,2019-09-29 22:50:00,B7,E75,ANDIK UZ733 KONOM UZ704 AMADA Z704 RASVI M609 SVA M604 OSVIG Z328 VEVOD,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1923,KLM22G,EHAM,EPGD,2019-09-29 20:50:00,2019-09-29 22:30:00,B30,E75,ANDIK UN873 GRONY UM105 EEL UN125 WSN UL23 RAMAR L23 BINKA M602 VAVUN L730 KOSEX,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1327,KLM87L,EHAM,ENAL,2019-09-29 20:50:00,2019-09-29 22:50:00,B36,E75,ANDIK UZ733 GREFI P603 FLS Z108 INTUM Z289 TUMIM,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1151,KLM1151,EHAM,ENGM,2019-09-29 20:50:00,2019-09-29 22:35:00,C15,E90,ANDIK UZ733 KONOM UZ704 AMADA Z704 PIPEX M609 RIPAM,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1121,KLM17C,EHAM,ESSA,2019-09-29 20:50:00,2019-09-29 22:55:00,C16,73W,ANDIK UN873 KEKIX UZ708 KUGAL Z708 BAVTA N873 ARS T317 ELTOK,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1707,KLM75U,EHAM,LEMD,2019-09-29 20:50:00,2019-09-29 23:25:00,C4,73H,WOODY UN872 LESDO UM728 RESMI UN857 DIRMO UZ365 GUERE UN860 AGN UN995 PPN UN10 NOLSA UN857 ALEPO UN10 VASUM UN857 GARVU UN10 BANEV,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1937,KLM59Z,EHAM,LSGG,2019-09-29 20:50:00,2019-09-29 22:15:00,D82,E90,LOPIK UN852 POGOL UZ24 LASAT UN852 MIRGU UZ24 SHARA UN852 TIRSO UZ24 ARPUS UN852 TORPA UZ24 AKITO,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1171,KLM35E,EHAM,EFHK,2019-09-29 20:50:00,2019-09-30 00:10:00,D84,73H,ANDIK UN873 JUIST UP729 DOSUR P729 TALSA Z702 ALAMI P606 DIVAM,2019-09-04 13:31:36,2019-09-04 13:31:36
EZY3010,EZY15KZ,EHAM,EGSS,2019-09-28 22:30:00,2019-09-28 22:35:00,,319,IDRID UM40 RINIS M40 IDESI,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1024,KLM1024,EGLL,EHAM,2019-09-29 18:35:00,2019-09-29 20:50:00,A8,E90,BPK Q295 BRAIN M197 REDFA,2019-09-04 13:31:36,2019-09-04 13:31:36
EI845,EIN84X,EHAM,EICK,2019-09-29 20:50:00,2019-09-29 21:40:00,D31,320,IDRID UM40 RINIS M40 SABER L980 LAM L179 CPT UL9 DIKAS P4 EVRIN DCT XETBO DCT CRK,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1399,KLM1399,EHAM,ULLI,2019-09-29 20:55:00,2019-09-30 00:55:00,D16,73H,ANDIK UN873 BEDUM UZ700 GITER Z700 CDA M611 MALIV P862 DITEL T653 OBANA,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1581,KLM44Q,EHAM,LGAV,2019-09-29 20:55:00,2019-09-30 01:10:00,C13,73J,EDUPO UZ738 RIDSU UL607 BEMKI Z999 XEBIX L607 ELMEM N606 OTRES T307 DIRAB DCT LAMPO DCT AGOMO DCT BUSER DCT LISKO DCT XOLTA DCT AIOSA DCT PAPIZ DCT PINDO UL607 XORKI,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1697,KLM1697,EHAM,LPPT,2019-09-29 20:55:00,2019-09-29 22:50:00,D74,73H,WOODY UN872 LESDO UM728 RESMI UN857 VAVIX UP181 NEA UN864 MONTO UN857 HIJ UN10 SVL UM744 ROSAL UZ227 EXONA,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1379,KLM79G,EHAM,LROP,2019-09-29 20:55:00,2019-09-30 00:35:00,D43,73J,EDUPO UZ738 MISGO UZ741 GMH UL603 ESATI UL984 OSBIT UZ205 BARSU DCT EKSOS UZ205 LULAR Z205 ABUDO Z37 GIMBO DCT PESAT DCT TEGRI L605 NEKUL P975 UBOGU L5 TOSVI,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1981,KLM1981,EHAM,LHBP,2019-09-29 20:55:00,2019-09-29 22:55:00,D81,73H,EDUPO UZ738 MISGO UZ741 GMH UL603 ESATI UL984 OSBIT UZ205 BARSU DCT EKSOS UZ205 LULAR Z205 ABUDO Z37 GIMBO DCT PESAT DCT VEBOS,2019-09-04 13:31:36,2019-09-04 13:31:36
BE1018,BEE7BR,EHAM,EGHI,2019-09-29 20:55:00,2019-09-29 21:20:00,D28,DH4,IDRID UM40 RINIS M40 NILON L610 GILDA L620 SAM,2019-09-04 13:31:36,2019-09-04 13:31:36
EI610,EIN61V,EIDW,EHAM,2019-09-29 18:10:00,2019-09-29 20:55:00,D31,320,LIFFY UL975 WAL M16 DOLAS L603 LAMSO,2019-09-04 13:31:36,2019-09-04 13:31:36
EZY8881,EZY58MZ,EGKK,EHAM,2019-09-29 18:40:00,2019-09-29 20:55:00,G5,320,CLN L620 REDFA,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1637,KLM47N,EHAM,LIMC,2019-09-29 21:00:00,2019-09-29 22:40:00,D87,73H,LOPIK UN852 GTQ UZ343 BEGAR UL15 RIPUS UN850 ODINA DCT SRN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1183,KLM1183,EHAM,ESSL,2019-09-29 21:00:00,2019-09-29 22:45:00,B28,E90,ANDIK UN873 KEKIX UZ708 KUGAL Z708 BAVTA N873 ELBUX N607 LURAR DCT,2019-09-04 13:31:36,2019-09-04 13:31:36
EJU2730,EJU26HL,EHAM,LIMC,2019-09-29 20:55:00,2019-09-29 22:35:00,M2,319,LOPIK UN852 GTQ UZ343 BEGAR UL15 RIPUS UN850 ODINA DCT SRN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1801,KLM45D,EHAM,EDDM,2019-09-29 21:00:00,2019-09-29 22:25:00,D83,73H,EDUPO UZ738 MISGO UZ741 GMH UL603 AKANU,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1969,KLM71Q,EHAM,LSZH,2019-09-29 21:00:00,2019-09-29 22:25:00,B18,E90,LOPIK UN852 GTQ UT27 BLM,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1205,KLM1205,EHAM,ENZV,2019-09-29 21:00:00,2019-09-29 22:25:00,B20,E90,ANDIK UZ733 GREFI P603 ZOL,2019-09-04 13:31:36,2019-09-04 13:31:36
VY8306,VLG83WG,LEBL,EHAM,2019-09-29 18:35:00,2019-09-29 21:00:00,B13,321,OKABI UN861 FISTO UY156 ADABI UN858 VANAD UN874 BAMES UT191 PODEM UN873 BELDI UY473 LUMIL UY873 DENUT,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1964,KLM32U,LSZH,EHAM,2019-09-29 19:25:00,2019-09-29 21:00:00,B36,73W,ZUE T125 ROMIR UN851 LOHRE Z850 HMM UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
DY1258,NAX58U,ENGM,EHAM,2019-09-29 19:05:00,2019-09-29 21:00:00,B27,73H,TOR P601 BAVTA N873 TUSKA UN873 JUIST UP174 EEL,2019-09-04 13:31:36,2019-09-04 13:31:36
EZY2163,EZY71DC,EGGW,EHAM,2019-09-29 18:50:00,2019-09-29 21:00:00,H1,320,BKY M183 REDFA,2019-09-04 13:31:36,2019-09-04 13:31:36
EJU4567,EJU54XA,EDDB,EHAM,2019-09-29 19:30:00,2019-09-29 21:00:00,,319,BELID Y203 HLZ UL980 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1419,KLM37A,EHAM,LFLL,2019-09-29 21:05:00,2019-09-29 22:40:00,C18,73H,LOPIK UN852 POGOL UZ24 LASAT UN852 MIRGU UZ24 SHARA UN852 TIRSO UZ24 ARPUS UN852 TORPA UZ24 MOROK UN852 MILPA,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1139,KLM19B,EHAM,EKCH,2019-09-29 21:05:00,2019-09-29 22:30:00,D85,73H,ANDIK UN873 JUIST UP729 DOSUR P729 TUDLO,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1435,KLM77M,EHAM,EGBB,2019-09-29 21:05:00,2019-09-29 21:20:00,D42,73W,IDRID UM40 RINIS M40 SABER L980 LAM UL10 BUZAD,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1359,KLM73W,EHAM,LKPR,2019-09-29 21:05:00,2019-09-29 22:30:00,C14,73W,ARNEM UL620 NOMKA DCT SODRO DCT OKG L984 OKL,2019-09-04 13:31:36,2019-09-04 13:31:36
BA8457,CFE19A,EGLC,EHAM,2019-09-29 19:00:00,2019-09-29 21:05:00,D24,E90,CLN L620 REDFA,2019-09-04 13:31:36,2019-09-04 13:31:36
BE1379,BEE7MP,EGLC,EHAM,2019-09-29 18:45:00,2019-09-29 21:05:00,D29,DH4,CLN L620 REDFA,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1150,KLM1150,ENGM,EHAM,2019-09-29 19:15:00,2019-09-29 21:05:00,B24,E95,TOR P601 BAVTA N873 TUSKA UN873 JUIST UP174 EEL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1934,KLM58V,LSGG,EHAM,2019-09-29 19:15:00,2019-09-29 20:55:00,D61,E90,ARBOS UL47 EPL UM624 ROUSY UQ624 BUB UY28 HELEN,2019-09-04 13:31:36,2019-09-04 13:31:36
EJU3331,EJU35QV,LIPZ,EHAM,2019-09-29 19:00:00,2019-09-29 21:05:00,,320,ROKIB DCT BRENO M726 ERNAS Y101 AMOSA DCT TESDU Y102 ALIBU L604 RELBI UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1193,KLM33J,EHAM,ENBR,2019-09-29 21:10:00,2019-09-29 22:50:00,C6,73W,ANDIK UZ733 GREFI P603 KARLI Z322 ALUVA,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1337,KLM1337,EHAM,EKYT,2019-09-29 21:10:00,2019-09-29 22:30:00,B7,E90,ANDIK UN873 KEKIX UZ708 KUGAL Z708 BAVTA N607 AAL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1069,KLM27H,EHAM,EGFF,2019-09-29 21:10:00,2019-09-29 21:30:00,D6,E75,IDRID UM40 RINIS M40 SABER L980 LAM L179 CPT,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1293,KLM1293,EHAM,EGPH,2019-09-29 21:10:00,2019-09-29 21:35:00,D27,73H,BERGI UL602 SUPUR UP1 GODOS M981 NATEB Y96 HAVEN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1879,KLM29T,EHAM,EDDS,2019-09-29 21:10:00,2019-09-29 22:25:00,B1,E90,LOPIK UN852 PELIX UZ210 KRH T128 BADSO,2019-09-04 13:31:36,2019-09-04 13:31:36
BE4413,BEE4RJ,EGCN,EHAM,2019-09-29 15:10:00,2019-09-29 17:20:00,D48,E75,ROGAG L603 LAMSO,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1481,KLM49J,EHAM,EGPF,2019-09-29 21:15:00,2019-09-29 21:45:00,D25,73H,BERGI UL602 SUPUR UP1 GODOS M981 NATEB Y96 HAVEN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1083,KLM59W,EHAM,EGCC,2019-09-29 21:15:00,2019-09-29 21:35:00,D2,73H,BERGI UL602 SUPUR UL60 KOLAG L60 OTBED,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1891,KLM67S,EHAM,EDDN,2019-09-29 21:20:00,2019-09-29 22:35:00,B30,E75,EDUPO UZ738 MISGO UZ741 GMH UL603 ESATI UL984 KOMIB T193 ERTES,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1163,KLM43Z,EHAM,ESGG,2019-09-29 21:15:00,2019-09-29 22:45:00,D66,73W,ANDIK UN873 KEKIX UZ708 KUGAL Z708 BAVTA N873 LOBBI,2019-09-04 13:31:36,2019-09-04 13:31:36
BE1280,BEE8EC,EHAM,EGCC,2019-09-29 20:55:00,2019-09-29 21:20:00,D22,E75,BERGI UL602 SUPUR UL60 KOLAG L60 OTBED,2019-09-04 13:31:36,2019-09-04 13:31:36
3O127,MAC127,GMTT,EHAM,2019-09-29 17:10:00,2019-09-29 21:15:00,G4,320,LAMAD J60 GALTO UN869 PIMOS UN864 MAR UN871 VTB UN867 DGO UN858 VANAD UN874 BAMES UT191 PODEM UN873 BELDI UY473 LUMIL UY873 DENUT,2019-09-04 13:31:36,2019-09-04 13:31:36
LH2309,DLH1ME,EHAM,EDDM,2019-09-29 21:20:00,2019-09-29 22:40:00,B17,319,EDUPO UZ738 MISGO UZ741 GMH UL603 AKANU,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1527,KLM52Y,EHAM,EGSH,2019-09-29 21:20:00,2019-09-29 21:10:00,D6,E75,BERGI UL602 MIMVA L602 NALAX,2019-09-04 13:31:36,2019-09-04 13:31:36
BA2765,BAW2765,EHAM,EGKK,2019-09-29 21:15:00,2019-09-29 21:30:00,D26,320,IDRID UL980 XAMAN L980 LOGAN L608 SUMUM Q63 ARREK Y4 TEBRA,2019-09-04 13:31:36,2019-09-04 13:31:36
EZY1835,EZY21GE,EGCC,EHAM,2019-09-29 19:00:00,2019-09-29 21:20:00,G3,320,DESIG L603 LAMSO,2019-09-04 13:31:36,2019-09-04 13:31:36
BE113,BEE5AX,EGBB,EHAM,2019-09-29 18:20:00,2019-09-29 20:40:00,D16,DH4,UNGAP P155 SIVDA P137 REDFA,2019-09-04 13:31:36,2019-09-04 13:31:36
VY6815,VLG745T,EHAM,LIRQ,2019-09-29 21:20:00,2019-09-29 23:20:00,C13,319,LOPIK UN852 GTQ UZ343 BEGAR UL15 RIPUS UN850 ODINA DCT ROBAS DCT LOMED,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1634,KLM1634,LIMC,EHAM,2019-09-29 19:30:00,2019-09-29 21:20:00,D74,E90,AOSTA UM729 MOLUS UN853 IXILU UL47 EPL UM624 ROUSY UQ624 BUB UY28 HELEN,2019-09-04 13:31:36,2019-09-04 13:31:36
3O128,MAC128,EHAM,GMTT,2019-09-29 14:05:00,2019-09-29 16:10:00,G8,320,WOODY UN872 LESDO UM728 RESMI UN857 VAVIX UP181 NEA UN864 MONTO UN857 HIJ UN10 LINTO UR10 TNG,2019-09-04 13:31:36,2019-09-04 13:31:36
VY8351,VLG359U,EHAM,LEVC,2019-09-29 21:10:00,2019-09-29 23:35:00,B23,320,WOODY UN872 LESDO UM728 RESMI UN857 DIRMO UZ365 GUERE UN860 SAURA,2019-09-04 13:31:36,2019-09-04 13:31:36
EJU7940,EJU7940,LIMC,EHAM,2019-09-29 19:15:00,2019-09-29 21:20:00,,320,AOSTA UM729 MOLUS UN853 IXILU UL47 EPL UM624 ROUSY UQ624 BUB UY28 HELEN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1749,KLM1749,EHAM,ELLX,2019-09-29 21:25:00,2019-09-29 22:25:00,B2,E75,LOPIK UN852 LNO,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1221,KLM65N,EHAM,ENTO,2019-09-29 21:25:00,2019-09-29 23:00:00,B26,E90,ANDIK UN873 KEKIX UZ708 KUGAL Z708 BAVTA P601 TOR,2019-09-04 13:31:36,2019-09-04 13:31:36
EZY7405,EZY7405,EGMC,EHAM,2019-09-29 19:20:00,2019-09-29 21:25:00,H7,320,CLN L620 REDFA,2019-09-04 13:31:36,2019-09-04 13:31:36
EZY8884,EZY86CL,EHAM,EGKK,2019-09-29 21:25:00,2019-09-29 21:45:00,G5,320,IDRID UL980 XAMAN L980 LOGAN L608 SUMUM Q63 ARREK Y4 TEBRA,2019-09-04 13:31:36,2019-09-04 13:31:36
VK8413,FOO8413,LPPT,EHAM,2019-09-29 17:25:00,2019-09-29 21:25:00,C9,321,NAKOS UZ4 BAROK UN873 GDV UN871 KORAL UG5 SONSO UN871 VJF UN10 HIJ UZ230 TLD UN858 VANAD UN874 BAMES UT191 PODEM UN873 BELDI UY473 LUMIL UY873 DENUT,2019-09-04 13:31:36,2019-09-04 13:31:36
BA443,BAW43HA,EHAM,EGLL,2019-09-29 21:20:00,2019-09-29 21:35:00,D28,321,IDRID UM40 RINIS M40 SABER L980 LAM,2019-09-04 13:31:36,2019-09-04 13:31:36
LY336,ELY336,EHAM,LLBG,2019-09-29 21:30:00,2019-09-30 03:05:00,G8,739,EDUPO UZ738 MISGO UZ741 GMH UL603 ESATI UL984 OSBIT UZ205 BARSU DCT EKSOS UZ205 LULAR Z205 ABUDO Z37 GIMBO DCT PESAT DCT INVED L606 ADORU UG80 ATVEP UL606 ULMAR UN739 EKI UW81 YAYLA UL854 KUDAK UW81 ESKIN UL854 KULAR UT39 TOMBI UA16 DASNI UM855 PEDER UA16 MAROS UG18 APLON UL609 LEDRA UG18 PIKOG UL609 SOLIN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1733,KLM1733,EHAM,EBBR,2019-09-29 21:30:00,2019-09-29 22:15:00,B18,E90,WOODY,2019-09-04 13:31:36,2019-09-04 13:31:36
EZY2164,EZY54VF,EHAM,EGGW,2019-09-29 21:30:00,2019-09-29 21:40:00,H1,320,IDRID UM40 RINIS M40 IDESI,2019-09-04 13:31:36,2019-09-04 13:31:36
EJU4568,EJU47FR,EHAM,EDDB,2019-09-29 21:30:00,2019-09-29 23:00:00,,319,ARNEM UP147 RKN UL980 DLE T207 BATEL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1863,KLM21V,EHAM,EDDL,2019-09-29 21:35:00,2019-09-29 22:25:00,B22,E75,ARNEM T196 TEBRO,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1539,KLM1539,EHAM,EGNV,2019-09-29 21:35:00,2019-09-29 21:45:00,D6,E75,BERGI UL602 MIMVA L602 OTR,2019-09-04 13:31:36,2019-09-04 13:31:36
